source,esc,cui,id,ans
data/encuesta/Gurgo Alejandra.xlsx,Chivilcoy 1820 EEEYFL 29,NA,a4,10
data/encuesta/Gurgo Alejandra.xlsx,Chivilcoy 1820 EEEYFL 29,NA,b1,10
data/encuesta/Gurgo Alejandra.xlsx,Chivilcoy 1820 EEEYFL 29,NA,b2,10
data/encuesta/Gurgo Alejandra.xlsx,Chivilcoy 1820 EEEYFL 29,NA,b3,10
data/encuesta/Labonia Sebastian.xlsx,Cgio N1 B Rivadavia,NA,a1,8
data/encuesta/Labonia Sebastian.xlsx,Cgio N1 B Rivadavia,NA,a2,8
data/encuesta/Labonia Sebastian.xlsx,Cgio N1 B Rivadavia,NA,a3,7
data/encuesta/Labonia Sebastian.xlsx,Cgio N1 B Rivadavia,NA,a4,9
data/encuesta/Labonia Sebastian.xlsx,Cgio N1 B Rivadavia,NA,b1,7
data/encuesta/Labonia Sebastian.xlsx,Cgio N1 B Rivadavia,NA,b2,8
data/encuesta/Labonia Sebastian.xlsx,Cgio N1 B Rivadavia,NA,b3,10
data/encuesta/Labonia Sebastian.xlsx,EPC N° 05 DE 3,NA,a1,10
data/encuesta/Labonia Sebastian.xlsx,EPC N° 05 DE 3,NA,a2,9
data/encuesta/Labonia Sebastian.xlsx,EPC N° 05 DE 3,NA,a3,10
data/encuesta/Labonia Sebastian.xlsx,EPC N° 05 DE 3,NA,a4,8
data/encuesta/Labonia Sebastian.xlsx,EPC N° 16 DE 3,NA,a1,8
data/encuesta/Labonia Sebastian.xlsx,EPC N° 16 DE 3,NA,a2,7
data/encuesta/Labonia Sebastian.xlsx,EPC N° 16 DE 3,NA,a3,9
data/encuesta/Labonia Sebastian.xlsx,EPC N° 16 DE 3,NA,a4,10
data/encuesta/Labonia Sebastian.xlsx,EPC N° 16 DE 3,NA,b1,9
data/encuesta/Labonia Sebastian.xlsx,EPC N° 16 DE 3,NA,b2,10
data/encuesta/Labonia Sebastian.xlsx,EPC N° 16 DE 3,NA,b3,10
data/encuesta/Luzzi Agustin.xlsx,COLEGIO N° 18 DE 18,201616,a1,7
data/encuesta/Luzzi Agustin.xlsx,COLEGIO N° 18 DE 18,201616,a2,8
data/encuesta/Luzzi Agustin.xlsx,COLEGIO N° 18 DE 18,201616,a3,7
data/encuesta/Luzzi Agustin.xlsx,COLEGIO N° 18 DE 18,201616,a4,7
data/encuesta/Luzzi Agustin.xlsx,COLEGIO N° 18 DE 18,201616,b1,8
data/encuesta/Luzzi Agustin.xlsx,COLEGIO N° 18 DE 18,201616,b2,8
data/encuesta/Luzzi Agustin.xlsx,COLEGIO N° 18 DE 18,201616,b3,9
data/encuesta/Luzzi Agustin.xlsx,EPC 24 DE 12,200417,a1,7
data/encuesta/Luzzi Agustin.xlsx,EPC 24 DE 12,200417,a2,8
data/encuesta/Luzzi Agustin.xlsx,EPC 24 DE 12,200417,a3,7
data/encuesta/Luzzi Agustin.xlsx,EPC 24 DE 12,200417,a4,7
data/encuesta/Luzzi Agustin.xlsx,EPC 24 DE 12,200417,b1,6
data/encuesta/Luzzi Agustin.xlsx,EPC 24 DE 12,200417,b2,7
data/encuesta/Luzzi Agustin.xlsx,EPC 24 DE 12,200417,b3,9
data/encuesta/Luzzi Agustin.xlsx,EPC N° 09 De 12,200961,a1,6
data/encuesta/Luzzi Agustin.xlsx,EPC N° 09 De 12,200961,a2,6
data/encuesta/Luzzi Agustin.xlsx,EPC N° 09 De 12,200961,a3,6
data/encuesta/Luzzi Agustin.xlsx,EPC N° 09 De 12,200961,a4,6
data/encuesta/Luzzi Agustin.xlsx,EPC N° 09 De 12,200961,b1,7
data/encuesta/Luzzi Agustin.xlsx,EPC N° 09 De 12,200961,b2,7
data/encuesta/Luzzi Agustin.xlsx,EPC N° 09 De 12,200961,b3,7
data/encuesta/Luzzi Agustin.xlsx,EEEYFL N° 06 DE 18,200750,a1,6
data/encuesta/Luzzi Agustin.xlsx,EEEYFL N° 06 DE 18,200750,a2,7
data/encuesta/Luzzi Agustin.xlsx,EEEYFL N° 06 DE 18,200750,a3,6
data/encuesta/Luzzi Agustin.xlsx,EEEYFL N° 06 DE 18,200750,a4,6
data/encuesta/Luzzi Agustin.xlsx,EEEYFL N° 06 DE 18,200750,b1,8
data/encuesta/Luzzi Agustin.xlsx,EEEYFL N° 06 DE 18,200750,b2,7
data/encuesta/Luzzi Agustin.xlsx,EEEYFL N° 06 DE 18,200750,b3,7
data/encuesta/Luzzi Agustin.xlsx,EPC 3 DE 12,200196,a1,7
data/encuesta/Luzzi Agustin.xlsx,EPC 3 DE 12,200196,a2,6
data/encuesta/Luzzi Agustin.xlsx,EPC 3 DE 12,200196,a3,7
data/encuesta/Luzzi Agustin.xlsx,EPC 3 DE 12,200196,a4,7
data/encuesta/Luzzi Agustin.xlsx,EPC 3 DE 12,200196,b1,7
data/encuesta/Luzzi Agustin.xlsx,EPC 3 DE 12,200196,b2,7
data/encuesta/Luzzi Agustin.xlsx,EPC 3 DE 12,200196,b3,7
data/encuesta/Luzzi Agustin.xlsx,Cens 56,201599,a1,7
data/encuesta/Luzzi Agustin.xlsx,Cens 56,201599,a2,7
data/encuesta/Luzzi Agustin.xlsx,Cens 56,201599,a3,6
data/encuesta/Luzzi Agustin.xlsx,Cens 56,201599,a4,6
data/encuesta/Luzzi Agustin.xlsx,Cens 56,201599,b1,7
data/encuesta/Luzzi Agustin.xlsx,Cens 56,201599,b2,7
data/encuesta/Luzzi Agustin.xlsx,Cens 56,201599,b3,7
data/encuesta/Luzzi Agustin.xlsx,EPC 23 DE 18,200745,a1,5
data/encuesta/Luzzi Agustin.xlsx,EPC 23 DE 18,200745,a2,8
data/encuesta/Luzzi Agustin.xlsx,EPC 23 DE 18,200745,a3,8
data/encuesta/Luzzi Agustin.xlsx,EPC 23 DE 18,200745,a4,8
data/encuesta/Luzzi Agustin.xlsx,EPC 23 DE 18,200745,b1,8
data/encuesta/Luzzi Agustin.xlsx,EPC 23 DE 18,200745,b2,7
data/encuesta/Luzzi Agustin.xlsx,EPC 23 DE 18,200745,b3,7
data/encuesta/Maldonado Elena Encuesta.xlsx,EEEYF 1,NA,a1,9
data/encuesta/Maldonado Elena Encuesta.xlsx,EEEYF 1,NA,a2,9
data/encuesta/Maldonado Elena Encuesta.xlsx,EEEYF 1,NA,a3,9
data/encuesta/Maldonado Elena Encuesta.xlsx,EEEYF 1,NA,a4,9
data/encuesta/Maldonado Elena Encuesta.xlsx,EEEYF 1,NA,b1,9
data/encuesta/Maldonado Elena Encuesta.xlsx,EEEYF 1,NA,b2,9
data/encuesta/Maldonado Elena Encuesta.xlsx,EEEYF 1,NA,b3,9
data/encuesta/Maldonado Elena Encuesta.xlsx,JII 1 DE 11,NA,a1,9
data/encuesta/Maldonado Elena Encuesta.xlsx,JII 1 DE 11,NA,a2,9
data/encuesta/Maldonado Elena Encuesta.xlsx,JII 1 DE 11,NA,a3,9
data/encuesta/Maldonado Elena Encuesta.xlsx,JII 1 DE 11,NA,a4,9
data/encuesta/Maldonado Elena Encuesta.xlsx,JII 1 DE 11,NA,b1,9
data/encuesta/Maldonado Elena Encuesta.xlsx,JII 1 DE 11,NA,b2,9
data/encuesta/Maldonado Elena Encuesta.xlsx,JII 1 DE 11,NA,b3,9
data/encuesta/Maldonado Elena Encuesta.xlsx,JII 1 DE 19,NA,a1,10
data/encuesta/Maldonado Elena Encuesta.xlsx,JII 1 DE 19,NA,a2,10
data/encuesta/Maldonado Elena Encuesta.xlsx,JII 1 DE 19,NA,a3,10
data/encuesta/Maldonado Elena Encuesta.xlsx,JII 1 DE 19,NA,a4,10
data/encuesta/Maldonado Elena Encuesta.xlsx,JII 1 DE 19,NA,b1,10
data/encuesta/Maldonado Elena Encuesta.xlsx,JII 1 DE 19,NA,b2,10
data/encuesta/Maldonado Elena Encuesta.xlsx,JII 1 DE 19,NA,b3,10
data/encuesta/Maldonado Elena Encuesta.xlsx,EPC 22 DE 2,NA,a1,9
data/encuesta/Maldonado Elena Encuesta.xlsx,EPC 22 DE 2,NA,a2,9
data/encuesta/Maldonado Elena Encuesta.xlsx,EPC 22 DE 2,NA,a3,9
data/encuesta/Maldonado Elena Encuesta.xlsx,EPC 22 DE 2,NA,a4,9
data/encuesta/Maldonado Elena Encuesta.xlsx,EPC 22 DE 2,NA,b1,9
data/encuesta/Maldonado Elena Encuesta.xlsx,EPC 22 DE 2,NA,b2,9
data/encuesta/Maldonado Elena Encuesta.xlsx,EPC 22 DE 2,NA,b3,9
data/encuesta/Maldonado Elena Encuesta.xlsx,ESC 12 DE 19,NA,a1,9
data/encuesta/Maldonado Elena Encuesta.xlsx,ESC 12 DE 19,NA,a2,9
data/encuesta/Maldonado Elena Encuesta.xlsx,ESC 12 DE 19,NA,a3,9
data/encuesta/Maldonado Elena Encuesta.xlsx,ESC 12 DE 19,NA,a4,9
data/encuesta/Maldonado Elena Encuesta.xlsx,ESC 12 DE 19,NA,b1,9
data/encuesta/Maldonado Elena Encuesta.xlsx,ESC 12 DE 19,NA,b2,9
data/encuesta/Maldonado Elena Encuesta.xlsx,ESC 12 DE 19,NA,b3,9
data/encuesta/Maldonado Elena Encuesta.xlsx,JIN 6 DE 19,NA,a1,10
data/encuesta/Maldonado Elena Encuesta.xlsx,JIN 6 DE 19,NA,a2,10
data/encuesta/Maldonado Elena Encuesta.xlsx,JIN 6 DE 19,NA,a3,10
data/encuesta/Maldonado Elena Encuesta.xlsx,JIN 6 DE 19,NA,a4,10
data/encuesta/Maldonado Elena Encuesta.xlsx,JIN 6 DE 19,NA,b1,10
data/encuesta/Maldonado Elena Encuesta.xlsx,JIN 6 DE 19,NA,b2,10
data/encuesta/Maldonado Elena Encuesta.xlsx,JIN 6 DE 19,NA,b3,10
data/encuesta/Maron Mariano.xlsx,JIC 2 DE 19,NA,a1,8
data/encuesta/Maron Mariano.xlsx,JIC 2 DE 19,NA,a2,8
data/encuesta/Maron Mariano.xlsx,JIC 2 DE 19,NA,a3,8
data/encuesta/Maron Mariano.xlsx,JIC 2 DE 19,NA,a4,8
data/encuesta/Maron Mariano.xlsx,JIC 2 DE 19,NA,b1,10
data/encuesta/Maron Mariano.xlsx,JIC 2 DE 19,NA,b2,10
data/encuesta/Maron Mariano.xlsx,JIC 2 DE 19,NA,b3,10
data/encuesta/Maron Mariano.xlsx,JII 10 DE 5,NA,a1,10
data/encuesta/Maron Mariano.xlsx,JII 10 DE 5,NA,a2,8
data/encuesta/Maron Mariano.xlsx,JII 10 DE 5,NA,a3,10
data/encuesta/Maron Mariano.xlsx,JII 10 DE 5,NA,a4,9
data/encuesta/Maron Mariano.xlsx,JII 10 DE 5,NA,b1,10
data/encuesta/Maron Mariano.xlsx,JII 10 DE 5,NA,b2,10
data/encuesta/Maron Mariano.xlsx,JII 10 DE 5,NA,b3,10
data/encuesta/Maron Mariano.xlsx,JII 16 DE 5,NA,a1,8
data/encuesta/Maron Mariano.xlsx,JII 16 DE 5,NA,a2,7
data/encuesta/Maron Mariano.xlsx,JII 16 DE 5,NA,a3,8
data/encuesta/Maron Mariano.xlsx,JII 16 DE 5,NA,a4,9
data/encuesta/Maron Mariano.xlsx,JII 16 DE 5,NA,b1,10
data/encuesta/Maron Mariano.xlsx,JII 16 DE 5,NA,b2,10
data/encuesta/Maron Mariano.xlsx,JII 16 DE 5,NA,b3,10
data/encuesta/Maron Mariano.xlsx,JII 19 DE 5,NA,a1,9
data/encuesta/Maron Mariano.xlsx,JII 19 DE 5,NA,a2,5
data/encuesta/Maron Mariano.xlsx,JII 19 DE 5,NA,a3,8
data/encuesta/Maron Mariano.xlsx,JII 19 DE 5,NA,a4,8
data/encuesta/Maron Mariano.xlsx,JII 19 DE 5,NA,b1,10
data/encuesta/Maron Mariano.xlsx,JII 19 DE 5,NA,b2,10
data/encuesta/Maron Mariano.xlsx,JII 19 DE 5,NA,b3,10
data/encuesta/Maron Mariano.xlsx,JIC 7 DE 9 ,NA,b1,10
data/encuesta/Maron Mariano.xlsx,JIC 7 DE 9 ,NA,b2,10
data/encuesta/Maron Mariano.xlsx,JIC 7 DE 9 ,NA,b3,10
data/encuesta/Maron Mariano.xlsx,JIN D (esc 11) DE 10,NA,a1,6
data/encuesta/Maron Mariano.xlsx,JIN D (esc 11) DE 10,NA,a2,5
data/encuesta/Maron Mariano.xlsx,JIN D (esc 11) DE 10,NA,a3,5
data/encuesta/Maron Mariano.xlsx,JIN D (esc 11) DE 10,NA,a4,5
data/encuesta/Maron Mariano.xlsx,JIN D (esc 11) DE 10,NA,b1,10
data/encuesta/Maron Mariano.xlsx,JIN D (esc 11) DE 10,NA,b2,10
data/encuesta/Maron Mariano.xlsx,JIN D (esc 11) DE 10,NA,b3,10
data/encuesta/Maron Mariano.xlsx,Esc 94 DE 6,NA,a1,10
data/encuesta/Maron Mariano.xlsx,Esc 94 DE 6,NA,a2,10
data/encuesta/Maron Mariano.xlsx,Esc 94 DE 6,NA,a3,10
data/encuesta/Maron Mariano.xlsx,Esc 94 DE 6,NA,a4,10
data/encuesta/Maron Mariano.xlsx,Esc 94 DE 6,NA,b1,10
data/encuesta/Maron Mariano.xlsx,Esc 94 DE 6,NA,b2,10
data/encuesta/Maron Mariano.xlsx,Esc 94 DE 6,NA,b3,10
data/encuesta/Maron Mariano.xlsx,Esc 5 DE 5,NA,a1,8
data/encuesta/Maron Mariano.xlsx,Esc 5 DE 5,NA,a2,7
data/encuesta/Maron Mariano.xlsx,Esc 5 DE 5,NA,a3,10
data/encuesta/Maron Mariano.xlsx,Esc 5 DE 5,NA,a4,7
data/encuesta/Maron Mariano.xlsx,Esc 5 DE 5,NA,b1,10
data/encuesta/Maron Mariano.xlsx,Esc 5 DE 5,NA,b2,10
data/encuesta/Maron Mariano.xlsx,Esc 5 DE 5,NA,b3,10
data/encuesta/Maron Mariano.xlsx,EEM 3 DE 4,NA,b1,10
data/encuesta/Maron Mariano.xlsx,EEM 3 DE 4,NA,b2,10
data/encuesta/Maron Mariano.xlsx,EEM 3 DE 4,NA,b3,10
data/encuesta/Martinez Carola.xlsx,Ei N°2 DE 14 (TORNÚ),NA,a1,7
data/encuesta/Martinez Carola.xlsx,Ei N°2 DE 14 (TORNÚ),NA,a2,7
data/encuesta/Martinez Carola.xlsx,Ei N°2 DE 14 (TORNÚ),NA,a3,8
data/encuesta/Martinez Carola.xlsx,Ei N°2 DE 14 (TORNÚ),NA,a4,10
data/encuesta/Martinez Carola.xlsx,Ei N°2 DE 14 (TORNÚ),NA,b1,8
data/encuesta/Martinez Carola.xlsx,Ei N°2 DE 14 (TORNÚ),NA,b2,8
data/encuesta/Martinez Carola.xlsx,Ei N°2 DE 14 (TORNÚ),NA,b3,10
data/encuesta/Martinez Carola.xlsx,Jii N°3 DE 14 (OLLEROS),NA,a1,7
data/encuesta/Martinez Carola.xlsx,Jii N°3 DE 14 (OLLEROS),NA,a2,8
data/encuesta/Martinez Carola.xlsx,Jii N°3 DE 14 (OLLEROS),NA,a3,9
data/encuesta/Martinez Carola.xlsx,Jii N°3 DE 14 (OLLEROS),NA,a4,10
data/encuesta/Martinez Carola.xlsx,Jii N°3 DE 14 (OLLEROS),NA,b1,7
data/encuesta/Martinez Carola.xlsx,Jii N°3 DE 14 (OLLEROS),NA,b2,8
data/encuesta/Martinez Carola.xlsx,Jii N°3 DE 14 (OLLEROS),NA,b3,9
data/encuesta/Martinez Carola.xlsx,EP CONDARCO DE 14,NA,a1,5
data/encuesta/Martinez Carola.xlsx,EP CONDARCO DE 14,NA,a2,8
data/encuesta/Martinez Carola.xlsx,EP CONDARCO DE 14,NA,a3,10
data/encuesta/Martinez Carola.xlsx,EP CONDARCO DE 14,NA,a4,10
data/encuesta/Martinez Carola.xlsx,EP CONDARCO DE 14,NA,b1,8
data/encuesta/Martinez Carola.xlsx,EP CONDARCO DE 14,NA,b2,9
data/encuesta/Martinez Carola.xlsx,EP CONDARCO DE 14,NA,b3,10
data/encuesta/Martinez Carola.xlsx,EP AGOTE DE 14,NA,a1,7
data/encuesta/Martinez Carola.xlsx,EP AGOTE DE 14,NA,a2,10
data/encuesta/Martinez Carola.xlsx,EP AGOTE DE 14,NA,a3,10
data/encuesta/Martinez Carola.xlsx,EP AGOTE DE 14,NA,a4,10
data/encuesta/Martinez Carola.xlsx,EP AGOTE DE 14,NA,b1,9
data/encuesta/Martinez Carola.xlsx,EP AGOTE DE 14,NA,b2,10
data/encuesta/Martinez Carola.xlsx,EP AGOTE DE 14,NA,b3,10
data/encuesta/Maure Nicolas.xlsx,M Leguizamon 1470,NA,a1,7
data/encuesta/Maure Nicolas.xlsx,M Leguizamon 1470,NA,a3,9
data/encuesta/Maure Nicolas.xlsx,M Leguizamon 1470,NA,a4,9
data/encuesta/Maure Nicolas.xlsx,M Leguizamon 1470,NA,b1,9
data/encuesta/Maure Nicolas.xlsx,M Leguizamon 1470,NA,b2,10
data/encuesta/Maure Nicolas.xlsx,M Leguizamon 1470,NA,b3,9
data/encuesta/Maure Nicolas.xlsx,Zelada 6240,NA,a1,9
data/encuesta/Maure Nicolas.xlsx,Zelada 6240,NA,a3,10
data/encuesta/Maure Nicolas.xlsx,Zelada 6240,NA,a4,8
data/encuesta/Maure Nicolas.xlsx,Zelada 6240,NA,b1,9
data/encuesta/Maure Nicolas.xlsx,Zelada 6240,NA,b2,9
data/encuesta/Maure Nicolas.xlsx,Zelada 6240,NA,b3,9
data/encuesta/Maure Nicolas.xlsx,Murguiondo 76,NA,a1,4
data/encuesta/Maure Nicolas.xlsx,Murguiondo 76,NA,a3,9
data/encuesta/Maure Nicolas.xlsx,Murguiondo 76,NA,a4,9
data/encuesta/Maure Nicolas.xlsx,Murguiondo 76,NA,b1,9
data/encuesta/Maure Nicolas.xlsx,Murguiondo 76,NA,b2,9
data/encuesta/Maure Nicolas.xlsx,Murguiondo 76,NA,b3,9
data/encuesta/Maure Nicolas.xlsx,Jardin Polo Mataderos,NA,a1,8
data/encuesta/Maure Nicolas.xlsx,Jardin Polo Mataderos,NA,a2,9
data/encuesta/Maure Nicolas.xlsx,Jardin Polo Mataderos,NA,a3,10
data/encuesta/Maure Nicolas.xlsx,Jardin Polo Mataderos,NA,a4,9
data/encuesta/Maure Nicolas.xlsx,Jardin Polo Mataderos,NA,b1,9
data/encuesta/Maure Nicolas.xlsx,Jardin Polo Mataderos,NA,b2,9
data/encuesta/Maure Nicolas.xlsx,Jardin Polo Mataderos,NA,b3,10
data/encuesta/Maure Nicolas.xlsx,L de la Torre 2288,NA,a1,5
data/encuesta/Maure Nicolas.xlsx,L de la Torre 2288,NA,a3,5
data/encuesta/Maure Nicolas.xlsx,L de la Torre 2288,NA,a4,8
data/encuesta/Maure Nicolas.xlsx,L de la Torre 2288,NA,b1,9
data/encuesta/Maure Nicolas.xlsx,L de la Torre 2288,NA,b2,9
data/encuesta/Maure Nicolas.xlsx,L de la Torre 2288,NA,b3,9
data/encuesta/Maure Nicolas.xlsx,Tecnica 20 DE 20,NA,a1,10
data/encuesta/Maure Nicolas.xlsx,Tecnica 20 DE 20,NA,a2,8
data/encuesta/Maure Nicolas.xlsx,Tecnica 20 DE 20,NA,a3,9
data/encuesta/Maure Nicolas.xlsx,Tecnica 20 DE 20,NA,a4,8
data/encuesta/Maure Nicolas.xlsx,Tecnica 20 DE 20,NA,b1,10
data/encuesta/Maure Nicolas.xlsx,Tecnica 20 DE 20,NA,b2,10
data/encuesta/Maure Nicolas.xlsx,Tecnica 20 DE 20,NA,b3,10
data/encuesta/Mendoza Jesica.xlsx,EPC N° 20 PEDRO MEDRANO 201652,NA,a1,7
data/encuesta/Mendoza Jesica.xlsx,EPC N° 20 PEDRO MEDRANO 201652,NA,a2,8
data/encuesta/Mendoza Jesica.xlsx,EPC N° 20 PEDRO MEDRANO 201652,NA,a3,7
data/encuesta/Mendoza Jesica.xlsx,EPC N° 20 PEDRO MEDRANO 201652,NA,a4,8
data/encuesta/Mendoza Jesica.xlsx,EPC N° 20 PEDRO MEDRANO 201652,NA,b1,8
data/encuesta/Mendoza Jesica.xlsx,EPC N° 20 PEDRO MEDRANO 201652,NA,b2,8
data/encuesta/Mendoza Jesica.xlsx,EPC N° 20 PEDRO MEDRANO 201652,NA,b3,8
data/encuesta/Mendoza Jesica.xlsx,ESC. TEC. N° 16 ESPAÑA 200939,NA,a1,6
data/encuesta/Mendoza Jesica.xlsx,ESC. TEC. N° 16 ESPAÑA 200939,NA,a2,6
data/encuesta/Mendoza Jesica.xlsx,ESC. TEC. N° 16 ESPAÑA 200939,NA,a3,5
data/encuesta/Mendoza Jesica.xlsx,ESC. TEC. N° 16 ESPAÑA 200939,NA,a4,5
data/encuesta/Mendoza Jesica.xlsx,ESC. TEC. N° 16 ESPAÑA 200939,NA,b1,8
data/encuesta/Mendoza Jesica.xlsx,ESC. TEC. N° 16 ESPAÑA 200939,NA,b2,8
data/encuesta/Mendoza Jesica.xlsx,ESC. TEC. N° 16 ESPAÑA 200939,NA,b3,9
data/encuesta/Mendoza Jesica.xlsx,EPC N° 08 ALTE. MANUEL BLANCO E,NA,a1,7
data/encuesta/Mendoza Jesica.xlsx,EPC N° 08 ALTE. MANUEL BLANCO E,NA,a2,7
data/encuesta/Mendoza Jesica.xlsx,EPC N° 08 ALTE. MANUEL BLANCO E,NA,a3,7
data/encuesta/Mendoza Jesica.xlsx,EPC N° 08 ALTE. MANUEL BLANCO E,NA,a4,8
data/encuesta/Mendoza Jesica.xlsx,EPC N° 08 ALTE. MANUEL BLANCO E,NA,b1,8
data/encuesta/Mendoza Jesica.xlsx,EPC N° 08 ALTE. MANUEL BLANCO E,NA,b2,7
data/encuesta/Mendoza Jesica.xlsx,EPC N° 08 ALTE. MANUEL BLANCO E,NA,b3,7
data/encuesta/Mendoza Jesica.xlsx,ESC. DE COM. N° 11 DR. JOSE PER,NA,a1,9
data/encuesta/Mendoza Jesica.xlsx,ESC. DE COM. N° 11 DR. JOSE PER,NA,a2,10
data/encuesta/Mendoza Jesica.xlsx,ESC. DE COM. N° 11 DR. JOSE PER,NA,a3,9
data/encuesta/Mendoza Jesica.xlsx,ESC. DE COM. N° 11 DR. JOSE PER,NA,a4,8
data/encuesta/Mendoza Jesica.xlsx,ESC. DE COM. N° 11 DR. JOSE PER,NA,b1,8
data/encuesta/Mendoza Jesica.xlsx,ESC. DE COM. N° 11 DR. JOSE PER,NA,b2,6
data/encuesta/Mendoza Jesica.xlsx,ESC. DE COM. N° 11 DR. JOSE PER,NA,b3,6
data/encuesta/Mendoza Jesica.xlsx,ESC. TEC. N° 24 DEFENSA DE BUEN,NA,a1,5
data/encuesta/Mendoza Jesica.xlsx,ESC. TEC. N° 24 DEFENSA DE BUEN,NA,a2,8
data/encuesta/Mendoza Jesica.xlsx,ESC. TEC. N° 24 DEFENSA DE BUEN,NA,a3,9
data/encuesta/Mendoza Jesica.xlsx,ESC. TEC. N° 24 DEFENSA DE BUEN,NA,a4,10
data/encuesta/Mendoza Jesica.xlsx,ESC. TEC. N° 24 DEFENSA DE BUEN,NA,b1,10
data/encuesta/Mendoza Jesica.xlsx,ESC. TEC. N° 24 DEFENSA DE BUEN,NA,b2,10
data/encuesta/Mendoza Jesica.xlsx,ESC. TEC. N° 24 DEFENSA DE BUEN,NA,b3,10
data/encuesta/Mendoza Jesica.xlsx,EPC N° 22 PROF. PEDRO LUIS COMI,NA,a1,9
data/encuesta/Mendoza Jesica.xlsx,EPC N° 22 PROF. PEDRO LUIS COMI,NA,a2,10
data/encuesta/Mendoza Jesica.xlsx,EPC N° 22 PROF. PEDRO LUIS COMI,NA,a3,9
data/encuesta/Mendoza Jesica.xlsx,EPC N° 22 PROF. PEDRO LUIS COMI,NA,a4,8
data/encuesta/Mendoza Jesica.xlsx,EPC N° 22 PROF. PEDRO LUIS COMI,NA,b1,9
data/encuesta/Mendoza Jesica.xlsx,EPC N° 22 PROF. PEDRO LUIS COMI,NA,b2,9
data/encuesta/Mendoza Jesica.xlsx,EPC N° 22 PROF. PEDRO LUIS COMI,NA,b3,10
data/encuesta/Mendoza Jesica.xlsx,EPC N° 04 PROVINCIA DE LA PAMPA,NA,a1,6
data/encuesta/Mendoza Jesica.xlsx,EPC N° 04 PROVINCIA DE LA PAMPA,NA,a2,7
data/encuesta/Mendoza Jesica.xlsx,EPC N° 04 PROVINCIA DE LA PAMPA,NA,a3,6
data/encuesta/Mendoza Jesica.xlsx,EPC N° 04 PROVINCIA DE LA PAMPA,NA,a4,7
data/encuesta/Mendoza Jesica.xlsx,EPC N° 04 PROVINCIA DE LA PAMPA,NA,b1,8
data/encuesta/Mendoza Jesica.xlsx,EPC N° 04 PROVINCIA DE LA PAMPA,NA,b2,8
data/encuesta/Mendoza Jesica.xlsx,EPC N° 04 PROVINCIA DE LA PAMPA,NA,b3,8
data/encuesta/Mendoza Jesica.xlsx,EPC N° 17 CASILDA IGARZABAL DE ,NA,a1,7
data/encuesta/Mendoza Jesica.xlsx,EPC N° 17 CASILDA IGARZABAL DE ,NA,a2,8
data/encuesta/Mendoza Jesica.xlsx,EPC N° 17 CASILDA IGARZABAL DE ,NA,a3,8
data/encuesta/Mendoza Jesica.xlsx,EPC N° 17 CASILDA IGARZABAL DE ,NA,a4,8
data/encuesta/Mendoza Jesica.xlsx,EPC N° 17 CASILDA IGARZABAL DE ,NA,b1,8
data/encuesta/Mendoza Jesica.xlsx,EPC N° 17 CASILDA IGARZABAL DE ,NA,b2,8
data/encuesta/Mendoza Jesica.xlsx,EPC N° 17 CASILDA IGARZABAL DE ,NA,b3,8
data/encuesta/Mendoza Jesica.xlsx,EPC N° 07 JORGE NEWBERY 200219,NA,a1,7
data/encuesta/Mendoza Jesica.xlsx,EPC N° 07 JORGE NEWBERY 200219,NA,a2,7
data/encuesta/Mendoza Jesica.xlsx,EPC N° 07 JORGE NEWBERY 200219,NA,a3,8
data/encuesta/Mendoza Jesica.xlsx,EPC N° 07 JORGE NEWBERY 200219,NA,a4,6
data/encuesta/Mendoza Jesica.xlsx,EPC N° 07 JORGE NEWBERY 200219,NA,b1,6
data/encuesta/Mendoza Jesica.xlsx,EPC N° 07 JORGE NEWBERY 200219,NA,b2,7
data/encuesta/Mendoza Jesica.xlsx,EPC N° 07 JORGE NEWBERY 200219,NA,b3,7
data/encuesta/Mendoza Jesica.xlsx,EPC N° 05 GABRIELA MISTRAL 2004,NA,a1,6
data/encuesta/Mendoza Jesica.xlsx,EPC N° 05 GABRIELA MISTRAL 2004,NA,a2,7
data/encuesta/Mendoza Jesica.xlsx,EPC N° 05 GABRIELA MISTRAL 2004,NA,a3,6
data/encuesta/Mendoza Jesica.xlsx,EPC N° 05 GABRIELA MISTRAL 2004,NA,a4,7
data/encuesta/Mendoza Jesica.xlsx,EPC N° 05 GABRIELA MISTRAL 2004,NA,b1,8
data/encuesta/Mendoza Jesica.xlsx,EPC N° 05 GABRIELA MISTRAL 2004,NA,b2,7
data/encuesta/Mendoza Jesica.xlsx,EPC N° 05 GABRIELA MISTRAL 2004,NA,b3,6
data/encuesta/Mendoza Jesica.xlsx,EPC N° 08 SAN JUAN BOSCO 200618,NA,a1,6
data/encuesta/Mendoza Jesica.xlsx,EPC N° 08 SAN JUAN BOSCO 200618,NA,a2,8
data/encuesta/Mendoza Jesica.xlsx,EPC N° 08 SAN JUAN BOSCO 200618,NA,a3,8
data/encuesta/Mendoza Jesica.xlsx,EPC N° 08 SAN JUAN BOSCO 200618,NA,a4,8
data/encuesta/Mendoza Jesica.xlsx,EPC N° 08 SAN JUAN BOSCO 200618,NA,b1,8
data/encuesta/Mendoza Jesica.xlsx,EPC N° 08 SAN JUAN BOSCO 200618,NA,b2,7
data/encuesta/Mendoza Jesica.xlsx,EPC N° 08 SAN JUAN BOSCO 200618,NA,b3,7
